tmdbId,poster_path,runtime,budget,popularity,revenue,vote_average,vote_count
28059,/7PdRbG09K9JHYyOwwCSn3OdJb0N.jpg,121,0,8.67935,656747,6.4,32
58911,/wk0NkJekbAF4qzXMlZfCZwoeeEs.jpg,95,0,0.228157,0,4.3,2
17949,/zKklykkg4tQry6xJrOaggxMHnN0.jpg,82,17000000,3.194883,0,5,35
1968,/e1rzqz7ehOk6uzu7Wkgu4q3L8CK.jpg,109,0,6.285574,29481428,5.8,133
61563,/zNQMixGaxdHB5BlYIixb6xqbShf.jpg,96,0,0.455272,0,6,10
66,/oJQdp09Oc51DkArsMDvgDLdWiDu.jpg,121,50000000,7.66124,50068310,6.4,226
20735,/oEETW5y6DzBaTINap37N8KD67ze.jpg,89,0,1.496999,0,3.9,11
11419,/8gzMxsGBDcgna4tDswCcdzkBKJo.jpg,93,25000000,9.304901,36400360,6,175
333165,/nqm8sgpoQ8aL0aZWeSZEvg0MzKj.jpg,0,0,0.14057,0,7,2
25796,/tKvnzlzNJK0f1abseNPupFF3s36.jpg,105,0,1.954656,0,7.1,15
638,/z6yhgEzGUJaBBgAxoyggRzwLnVM.jpg,134,15000000,8.449722,3675201,7.5,572
25624,/1TFDWaCFbqibSQ2fgf2afhRhDwt.jpg,140,30000000,2.899809,13130349,6.7,31
9366,/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg,127,35000000,12.201954,41954997,7.4,1175
60083,/dKckqZgfBfQs8oOQuHJlPhhSEkK.jpg,0,0,0.15935,0,3.3,4
21915,/k08rbDlwwftDynJnNkIiuaADcrj.jpg,79,0,2.543626,20060051,5.6,29
90928,/lRIRlLX6VdMGKsiZAYPkxAJvWmA.jpg,0,0,0.915041,0,6.3,8
50091,/rrpIZTcOKpC27yYUzfw5yAgwBfX.jpg,74,0,0.060645,532654,5,1
18420,/vIIMwG7d353nTKxt5RkxAzqIPrH.jpg,97,8000000,1.922014,0,5.6,14
19952,/fsr7E30XwGmW7UIOpVuAt2tcHYY.jpg,90,1000000,6.610419,0,5.6,8
9446,/xylrUIHs3XxZ47scDg7H1wpYzm1.jpg,97,0,12.640569,0,4.9,122
28005,/4rsoEH2nloFdwfWv6FTRh8E0Kcg.jpg,117,3000000,7.124652,4109095,5.7,36
9403,/d8V9m1DIkXQlFYK8PsCRcJ6rh6d.jpg,109,28000000,10.928417,41230799,6.7,106
27322,/pSMZnU26lL7soLXJJaIQCmvtNu0.jpg,104,10000000,1.251862,0,8.1,12
10003,/uA24D8JCg21RDINMZ3vFaQYdIzW.jpg,116,68000000,10.97633,118063304,5.9,310
9311,/ngfNzb9w2ZXWHK2KaSCSoemJmqC.jpg,121,35000000,3.132331,0,6.6,61
11844,/ezSLtI2l3g7iB0YXzkceMytfrAN.jpg,100,0,1.13412,0,5.9,15
884,/4PDLGJsS5uVBQlYjLMZ7t85dU0P.jpg,100,10000000,7.540612,0,6.5,224
49806,/A2Vlb2xzn0jvKLgjiYoj6U8VDDf.jpg,87,0,9.664735,0,6.2,11
1624,/qd8VcWKrE4cNfInl9Osb8o8h9KP.jpg,86,45000000,10.102471,302710615,6.4,1456
88423,/g9qQS1IyrWPbe08AqRadBXdHKDW.jpg,93,0,0.064705,0,5,1
16052,/bmaj1ATO4s0SeRCUMuQ40fm0ulH.jpg,127,20000000,7.390306,60000000,7.1,115
4477,/7XIxdjhaoDIiv7slEiOhBEzMtqu.jpg,107,90000000,10.675073,140807547,5.9,300
24662,/sSx6WDj5moqTLVjyHB3COG0ELMq.jpg,75,32000000,3.406836,3566637,7.1,25
18423,/kdAJ4Q5uE1I8KhiJnoc3HvESynE.jpg,90,0,1.56098,7240837,4.2,13
76996,/dhlW5z7HSFZDUIYu85PuPdriY4L.jpg,78,0,0.915298,0,5.8,9
6499,/8wphfcxLmA58weK9jsIsgRWBECQ.jpg,99,10000000,5.436745,17979739,4.6,60
50512,/6TkouR90wy44GGQtYihYNOJffJp.jpg,108,35000000,5.660835,791830,6.4,26
9405,/pRGhrtm5zAnsblDI5xXzzwVcHY6.jpg,93,30000000,5.452961,0,4.4,163
12723,/6L1SkHZB7jmMwFCrHMgRGJ9WAPG.jpg,110,0,5.063701,5926128,6.4,43
9360,/DcGgcAAdZnW5A9AV03JTFFjft5.jpg,89,45000000,14.386089,136885767,4.8,624
9434,/3qn4gjft8dl5syUDpmPvWqCPFAf.jpg,107,0,7.556814,28084357,6.9,278
118991,/gEhHtfqrSdnEUXtUuRnpyWiUjQd.jpg,113,0,1.323422,57252,4.9,5
21626,/hB4ghYHSZ3y2ItB0EohQEtADqKD.jpg,78,0,2.056754,0,7,21
13982,/t9ZzvSgXpbhp6RxpT5nFXwuAwj5.jpg,95,0,5.666701,0,5.4,39
93946,/zjaQJflPr8y7abdpnBKTiK7p56l.jpg,102,0,0.261217,0,6.8,6
77223,/A6leUBF4WYHyPs75dOO0UF5WFaJ.jpg,122,16000000,1.462139,0,6.2,21
31465,/h7j4YhdMk1Dd8EfROo0GNuoBoHy.jpg,101,0,2.166773,0,5.9,6
12793,/t6pWT0Ldi2IUaGxQBMlZVKL1BXh.jpg,93,0,4.06745,0,5.9,15
102878,/oHAiCoFxzYoWSGhigctJTxyIcKj.jpg,92,0,0.92491,0,8,1
105763,/lxaM217Bcjcpq7WRR1xsXCJ8Kda.jpg,100,0,0.631834,0,3.5,2
9611,/fvgLTx3vM3dUQqytaWCRaTdAdrs.jpg,92,0,5.889414,29235353,6,160
47694,/o6MCqJzZUyahqX7zyTVrbucBx8g.jpg,130,0,1.136222,0,7.2,6
10357,/zFxrGOiOddg3iVfAhGrBsIzUp3M.jpg,104,90000000,13.147917,0,5.2,387
9977,/kLvxgCAcOBFh6kYBxqg0pXhoAZ8.jpg,101,0,1.129648,0,5.3,9
816,/1Ly0MRK2Na0aRpy2bD6GBRP3Rzx.jpg,94,16500000,11.749159,67683989,6.5,1033
2163,/uj5VmM4jrn3HHeuFfEH8XQizA2g.jpg,95,36000000,7.926621,50159144,6.6,202
124680,/5RjC7mxdE7trBEWA6vQxdktbRut.jpg,92,0,0.369118,0,7,2
16399,/r4hyxtqnTSCqfAbnNNQ90Gz5i0b.jpg,88,0,0.225707,0,5.3,5
124843,/mzjRWVmEIpMLEBhDgDuKXPuHBjE.jpg,92,0,0.773608,0,4,4
31017,/lIxSz6X5esmCYw2OJw76r6OI2Cv.jpg,106,0,2.26858,0,5.7,15
24645,/h3YEl7OqcMtIeuztaW1gRSFAJVT.jpg,87,0,0.129847,0,0,0
49478,/8Qd2Vrk4SsNwY2kQgViC3FZm6Ly.jpg,103,0,0.719444,0,4.7,9
12499,/5iYb08EzCLRqRqQ27d8DMn9QotH.jpg,89,85000000,5.295556,0,5.1,77
18,/zaFa1NRZEnFgRTv5OVXkNIZO78O.jpg,126,90000000,24.30526,263920180,7.3,3962
68545,/aNqfwQfrNgulmTn7gspySha22tZ.jpg,105,0,1.372838,0,8,1
1811,/t3IQ4YOwFG71M1tBZFXSTaLBcux.jpg,82,0,3.324489,27354,6.3,27
109614,/gXwjSySW57rIyhCWQnDqfYFzIMg.jpg,98,0,0.901452,0,3.9,6
60082,/g8HWGwVKMGBjcvjP2RJ8YamTboM.jpg,105,0,1.511388,7553105,5,7
105045,/5WFIrBhOOgc0jGmoLxMZwWqCctO.jpg,115,0,0.122178,0,5,1
53023,/6yyyGlWRol5ashRUpfNqXuS4BX8.jpg,79,0,0.792486,0,7,21
64802,/wX8itpfkHiWUA9LfJbqxUyWYqod.jpg,108,2000000,1.7442,2900000,5.7,10
11239,/y5JpbVaZLNyHobodZNJsNQlRs1N.jpg,136,0,1.963402,0,7.2,35
50850,/oZ8Zg2kb6IIsXazAJrAM745ObHP.jpg,88,0,0.285487,479099,3.2,5
15321,/kzvxxJ8qeL1xOJBWtMr7Lx1JxWv.jpg,99,0,1.651546,0,6.6,29
2058,/ed6nD7h9sbojSWY2qrnDcSvDFko.jpg,100,0,8.085194,34673095,6.1,112
9450,/kyPCqLAexOhPr0LV4yXvKlJ68cC.jpg,107,0,3.117071,0,6.9,53
125021,/ygEvgamjD6ghRPjSqy8WgJFCvbc.jpg,94,0,0.152272,0,8,2
330,/u1fXmEQUCI9CjyHCCYOPBSq2DYo.jpg,129,73000000,0.788123,229074524,6.2,2528
38523,/32289bKHzGO4lyD8lUUIFYA5e5R.jpg,97,0,0.409967,0,7.5,11
16375,/156vzm8uQBYGZvzExyc4LK1mgyo.jpg,96,0,2.438198,0,6.4,22
33660,/jnhjXhqjH4MnGFGQOlYigZhVH6O.jpg,93,0,2.89449,0,5.7,17
59232,/la11ac7YYCDBsizOkKxqwn71VKQ.jpg,119,0,0.893464,0,6.9,7
45671,/wXoV64GylOK8xKNgwe3msc4ZeGi.jpg,100,0,0.476919,0,6.3,7
17770,/e9QDfK4ChiUa8gekyg54cMqA3Uo.jpg,98,0,2.683782,0,5.3,17
15170,/kbf9TnR3j81cRtafGDiGaMdTOz8.jpg,84,0,2.022706,0,3.9,13
1701,/yhaOQ7xXw0PLHLvg1w0M9zlPdg6.jpg,115,75000000,11.545982,224012234,6.5,1289
201445,/9MlfJwh6CNXJHsAsl6TeVeCMj1e.jpg,107,0,0.071497,0,4,1
26422,/bB25vjlJFGRiGZMHqpnc2JvyeK1.jpg,126,0,2.690319,0,6.9,41
124642,/cQEo7kaeIujIshixxS5o0dNUnTp.jpg,89,0,0.014329,0,0,0
1639,/iHktqeAGoJpENiiuXfsXaHmhr7D.jpg,121,160000000,11.268531,164508066,4.1,439
49235,/iifSS4xn1rnkYhICYXUwbF3BF5h.jpg,95,500000,0.321515,10300,6,1
106129,/vTKCVjpqZmZtCGsO0LJKZd7V1gy.jpg,80,0,0.344303,0,6,1
291634,,0,0,0.001247,0,0,0
107743,/mev1KMlyNFpNYDbNhZ75P8J2lPI.jpg,102,0,0.886134,44000,5.5,2
415,/79AYCcxw3kSKbhGpx1LiqaCAbwo.jpg,125,125000000,17.038824,238207122,4.2,1447
47686,/tlUqk3T9KOSinF4SL0LqXtOyFm4.jpg,97,0,0.684192,0,7.7,10
65889,/qaimjcQYua8UjnEJAx6UPjRRc3a.jpg,98,0,1.081043,0,6.3,4
11103,/974wqQhLjWUNlaHKRXLXyKonMGV.jpg,92,0,2.357791,0,5.8,39
11970,/yds93kIrmH1aNN0YKAcHLyOkNEV.jpg,93,85000000,14.048694,252712101,7.3,1741
34941,/kz5PWqGTVg5TmsfOxeFYc6ChFb2.jpg,92,0,1.380375,0,6.7,7
407992,/ykF2qLHsp29nxjPWCxfXSPoRuS9.jpg,113,0,0.076975,0,8,2
8874,/2eBKtBVObRfd85nUbS0nLhhpayR.jpg,105,38000000,4.678572,299288605,6.4,606
17991,/xZh9BOhps8LFVe2cigj9D1NNZDF.jpg,83,0,2.018292,0,5.6,24
11956,/qr4oDABJRkbEXIfriuvGATR6lmy.jpg,91,0,0.834917,0,6.1,16
266,/e8AFmkWiY6MS7Em4GmLuqjEDc1v.jpg,103,900000,7.543337,528428,7.5,138
754,/q1i8QHiHZ1cukG5iOxai8pydmoa.jpg,138,80000000,11.467391,245676146,6.8,1612
37567,/22qX6CExu5BfIZCiXYM2DSbSHng.jpg,93,0,1.555954,0,7.2,6
43771,/ierN63KDyfhgflZBXXvSqEcX3Sv.jpg,75,0,1.052071,0,7.5,6
124834,/nE9jJau9e5LdU5whwcBIvXM031m.jpg,80,0,0.311968,0,7,3
249358,/kmdu3X5XPdKWpNz7ETUmhEnRSm.jpg,110,0,1.221766,0,0,0
111367,/xTBRaU0tL33TYxfK0cKrzSoMzc6.jpg,84,0,0.413422,0,8,3
607,/f24UVKq3UiQWLqGWdqjwkzgB8j8.jpg,98,90000000,15.781024,589390539,6.9,4521
18080,/A9mdtkLl9yM2jWgti5hJ83UZf84.jpg,106,0,3.722389,0,5.8,20
38225,/fUjf9kC0ji7hQDb0rwLjhDezaLK.jpg,106,0,7.477411,0,5.8,28
17834,/yWTGcDyEDIMJNV3mAQy5Su4M4F6.jpg,86,28000000,3.354869,8345056,5.5,46
686,/yRF1qpaQPZJjiORDsR7eUHzSHbf.jpg,150,90000000,14.374866,171120329,7.2,1338
65046,/2WYt7hZ0q4xt9MJmBxBC3fjlhLl.jpg,101,0,0.881482,0,6,4
4421,/yf4zJg6ACAhH4fkHSdEDrBUuEyg.jpg,125,50000000,9.37934,48169156,6,404
9387,/9siMCK6u0TtgDVtCJQGKRQAnAqA.jpg,129,20000000,10.52008,79114085,6.6,663
10603,/wTvuMi6YlO6bVe2Ax5mEL1dbVYv.jpg,92,55000000,9.559685,0,5.4,508
2142,/th2UDVewgUAfIXFUaWGWWBxCM91.jpg,104,15000000,9.15931,44862187,6.6,384
8413,/vo02iJLsem3VCJ2TNvSzRiJMpAE.jpg,96,60000000,11.335072,26673242,6.4,752
10336,/jMKsirHIMY5QYiwb04PGTrwTABA.jpg,96,40000000,11.366417,87840042,5,344
20737,/ny0lBB66RdnhIkfzsqpLl2suQaY.jpg,98,3000000,9.407128,23144499,5.3,108
9413,/xYnvr4o7GEaA2uyt4Q1ASUI5Obv.jpg,105,19000000,4.347079,44332015,5.1,114
14585,/jdg8w5BVEJbakwO1GW7jFQ9EGwC.jpg,97,0,3.323672,0,6.8,45
18519,/x7XV6aRUle4sBGMxZixqnfBtbGG.jpg,86,0,6.107833,0,5.6,76
49462,/o6TImIOfHdEuIUwjApllJiBGgul.jpg,83,0,3.459251,0,7.4,15
8834,/bwmJ5yBCNGVdEe7OAcLHDNmaANU.jpg,135,75000000,14.261798,136982834,6.5,440
9458,/5K5fgNC2XeF6ZwB6lgTQNKn7ezH.jpg,100,50000000,3.713996,0,5.9,60
8854,/hbH8oXJZPwcYxaa1JrUMq4ogg7G.jpg,97,16000000,2.890462,1686429,4.2,49
38295,/gDOgvYTg1CU6NIKQEFvznwHrxRq.jpg,100,18000000,2.314911,0,5.3,26
22073,/pl4S4tU4qcXp9wBHnJCso2xcq8P.jpg,130,30000000,2.384882,0,6.5,33
37244,/5kIB8EOMVZ8R5buObgD6p7hkwCx.jpg,84,0,1.635911,0,5.2,20
4961,/tkmSgkekKleTx46a1ERny967Ws5.jpg,105,30000000,9.128905,25480490,5.7,255
9416,/bN57Rl003E9pYred5kw9Rp8h9Np.jpg,97,0,13.855037,0,6,90
26180,/AwARTIpAYJSwt7LSM4JR13Im9A8.jpg,101,0,3.714997,0,5.6,56
17832,/j8BmhqcdacN6LgIdnf97URB8qpY.jpg,95,0,3.324195,0,5.2,39
9772,/zgg8psC8jvNEx5RC4NJ4c9J0KtE.jpg,124,85000000,12.173291,315156409,6.2,859
6072,/2PnCFUn9SwGxWpnrZnw33lDVAKS.jpg,119,20000000,6.476493,5716080,6.5,141
1669,/bqvlKYlWq2uibsuVzKTWseeccd2.jpg,134,30000000,15.91126,199200000,7.2,971
468,/2AzIv2b6mI2Ye4uJUTdi4wjIvLb.jpg,104,2500000,7.289727,0,7.1,218
32519,/esqwwwjYwMcz7HqfLCWo0H0mdx1.jpg,86,0,0.910655,0,4.4,10
108401,/oX3LxA4bg6U9HuGEcHL5wCiiLAC.jpg,86,0,0.725694,0,5.3,3
10806,/8c3JSfYkEAvwMam8GKfdAtjMeA1.jpg,90,35000000,9.949805,0,6.3,181
9433,/fvokkKZuhMosdpABHduMdOdIDkp.jpg,117,0,15.174973,43312294,6.8,359
6623,/1yemGzqs99QAWuwm6lR5wMH0Xn0.jpg,124,50000000,8.868114,0,5.8,263
2118,/rIXzJCAvyd3Ci8ipylDQ5wUKqwh.jpg,138,35000000,10.989442,126216940,7.7,1340
978,/cflSeFUVDCf73Tzh5sB204JbQ6j.jpg,136,70000000,11.483493,131457682,7,644
9437,/m9CyzlwbXhfUPooRIAcBoE63Frg.jpg,115,27000000,12.235391,60527873,6.2,353
29461,/2BiUNHq9QkgCUVGKwGIAyknFYdq.jpg,114,0,2.647781,0,6.6,19
56651,/jJVtdeWddiarPpWgSnEBXEJAsz4.jpg,87,0,0.07992,0,5,1
10351,/t7rep7SCqiy4COUsq2cOcdQwzU0.jpg,90,5000000,5.215107,15719109,5.6,114
66588,/w0c8NzFewEi8WzJ1wlT7rSXU7Ku.jpg,105,0,0.82942,0,5.7,11
2649,/4b7QXyDJsDFXrwVHUNlrmezCZJC.jpg,129,50000000,14.825587,109423648,7.5,1556
14289,/nflONy2WMEui7uCGCAtkD1r9vnl.jpg,105,60000000,7.83099,16000000,5,91
10155,/mG4GerNC6ZVnsFTXcsTeKuj8OG.jpg,125,19000000,7.923639,6682098,6.5,185
75250,/etm7ayq4g93kFOhoaVIRTlr0jTA.jpg,124,0,0.53204,10082,3.8,3
20457,/d4T1angi2Wc03txOZSRgc1Jm1PF.jpg,97,0,3.742915,0,6.1,18
18355,/suCKdjHJMKjwnrZdrIdRi2gEU6x.jpg,119,0,4.233187,0,6.6,41
33657,/cqFWldhDbHZDTUpsSirrH8xcuTp.jpg,98,0,2.507368,0,3.2,6
55306,/xg0nvJALCLchiULDoJ5dEcXC6mi.jpg,112,0,1.138972,0,6.5,19
68924,/e3j1Pn67bWos1pnBDE9GJNeAtcT.jpg,112,18000000,7.146352,8038061,6.9,181
36434,/pDExeTUG97hg55paEtjk3Mpckh1.jpg,91,0,0.854723,0,5.8,6
2255,/4vFJileWrCGaBeobCmF0tXpQCUb.jpg,113,250000,12.311564,12021272,6.7,441
28353,/dkASDMHYtMrzggoEKps9GQQ0v0N.jpg,93,0,0.883889,13960203,5.4,9
9427,/9InDDhNGnwZGOQHrX2AhEo0ZmcL.jpg,91,3500000,8.333322,257850122,6.9,372
172545,/wCj0u9vqUeE1REitvVdKS9Hs9Sx.jpg,98,0,0.873828,0,0,1
17589,/3XeSsWhorN1KncOKnWThGx4nyV3.jpg,105,0,3.883913,0,6.6,45
3597,/cruOfvjIqMTbOQxld8SpM8OzVnf.jpg,100,17000000,7.417157,125586134,5.6,698
1813,/eSivb4EyOAyEum70mOSHtAWiUe3.jpg,144,57000000,10.920124,152944660,7.2,1414
36797,/vDyCsKerUVU2tKV9K7zyOOcdvLj.jpg,95,16000000,5.345663,0,5.4,36
12628,/mZLG1QdusU9IdtQTmLkdr5t3ilv.jpg,94,12000000,9.657642,4000000,5.6,26
33344,/uBu2KizwNg1NAduWOILTDL3UqoY.jpg,85,1500000,3.974374,626057,6.3,30
25099,/ieNPqF60S39Hji89t9VvwpNPC9c.jpg,83,0,2.117703,832735,8.3,8
45019,/hWX9fOc7BpIYETpZL9hkzQqEIwY.jpg,115,0,1.301573,1,7.4,5
63437,/e5NBW6ztg1ZHqW8PZHfe2JTxMBS.jpg,101,0,1.886677,0,6.3,6
62422,/np95YMmxTJRBcaAXa4TYzcwwNw5.jpg,106,0,0.405805,0,3.8,3
782,/gPYtuvhQvP7v5F1Tqt2iQWR3Y7i.jpg,106,36000000,12.89312,12532777,7.5,1846
29911,/mB0KF5T2s6raTjiV676Umd8ciE0.jpg,99,0,3.553746,14000000,6.2,25
9827,/1V9Yw4hz0PHyY1T4ry8ARuivYxw.jpg,91,0,10.754614,5624282,5.2,110
1959,/24CGT6BDh5TjaoxfUdeAg36NhBA.jpg,113,0,9.688237,0,6.5,12
251481,/sGHc7UZSrWyMMRHfZfEwT5eJw5T.jpg,0,0,0.002635,0,0,0
8067,/izFQKGqlWnuB4cRvr5QMYTwQinR.jpg,103,12000000,15.996171,0,6.2,130
125052,/g9ZKqxrCh6kQBwYKNrvvifIkTGW.jpg,86,0,0.629699,0,4.8,4
45153,/bcPp0LFTQ9SNxDUvygEzmUpQ4f8.jpg,109,0,1.461772,0,6.3,29
10871,/cGUECqzHTEmzfMmvqDAG7wI6reQ.jpg,118,37000000,3.742824,6482195,5.8,52
14398,/fxlSIqCkZSttymnSvL6RHHmr0Fh.jpg,102,0,2.592927,5790448,6.5,32
10890,/nqfLX1bJLUlZnfflqpUIWrGQwSv.jpg,106,10000000,11.341505,85300000,6.5,253
99002,/bTGh7f0qY7JIw68FuMU32QMCtx8.jpg,103,0,0.551124,0,8,7
1281,/pKGGzotqkNDEL2ix4VU1bWmteK5.jpg,85,18000000,12.799853,251212670,6.3,602
32332,/jJyR2glvvgUZ3qjFVYBUzsKgXmZ.jpg,92,0,2.44908,0,5.2,16
9770,/3aBKgBnqzg3ZUpGCHXzlVs2xINU.jpg,114,50000000,4.909738,10541523,5.9,81
12616,/epUHTBMaDHrNolRqUbf3JqAVesM.jpg,102,24000000,2.818802,2642983,5.7,24
34838,/73YrM0W2vfkGjsJwTvxq3JX8hZH.jpg,100,0,0.192391,0,6.4,5
14905,/9kJOjSLekn2B4hwHiGMOPEhxyrU.jpg,103,0,7.999793,0,6.5,22
14583,/8EKV1fAfLMUfTBCKYLEScljubVr.jpg,106,0,2.833853,0,6.6,16
11975,/ljHBYpeNAUAc8AaxfDArpB2A4yg.jpg,135,40000000,6.683398,45916769,6.7,239
4995,/gTq6MPt7SeMiJ2miHeMoNEZTz4p.jpg,155,15000000,7.595679,43101594,7.5,812
9281,/pQZa314NJP3ieMAj6CgPI1v7nUY.jpg,113,12000000,10.312017,68706993,7,390
45928,/1oqfg2IBGNFAFylDK56NXo558y2.jpg,108,0,0.961088,0,6.3,7
563,/zeCD9WkhABFJmPq3SlTozXJGEtr.jpg,129,105000000,14.412644,121214377,6.7,1584
61337,/nqDcgfwBPAOW5kZzAdfXXcu3FqT.jpg,107,0,2.287762,0,6.1,9
19931,/k2PXjfyGSQ7nMLoofsFv75XQkX7.jpg,139,11000000,3.01386,32861136,7.1,34
31535,/p4ZkJG5iTrZYKNQKEM1PQYYsYTl.jpg,95,0,1.422904,0,2.7,13
10215,/v4fYFjEtDk3uCbDl5K6cgBCx1kZ.jpg,99,6000000,9.7866,58000000,6.6,363
9823,/rV6gISHgfmppOJ41UNFlAvNg9ZI.jpg,95,30000000,6.532498,51376861,3.8,225
37165,/EelZzudHRvJmjWccWscN1S5vmI.jpg,103,60000000,13.155901,264118201,7.8,4702
45609,/wEqXtfzZfjYbCSztc4YYEc4AJJ6.jpg,102,0,3.377578,0,6.9,34
38904,/j1GEqK1jTiS2aIozBWnY2RDSXZm.jpg,97,0,1.335544,3309421,5.4,7
45565,/A5GdAeUX727UrGKBngMWFS6dlmM.jpg,88,0,0.380405,0,5,10
9407,/1wkpgNaFbXqymNTuIT8mHHYurNe.jpg,122,48000000,3.288944,0,5.9,79
4824,/6Hh2ROGTRKdbUfEXVVv5fNhmXK3.jpg,124,60000000,11.131917,159330280,6.1,536
9444,/dKJ6OOYlHGPARKidvP1kYJjXW29.jpg,94,53000000,11.911173,139804348,7.4,1481
9414,/32UQkAUWy9NpuvJfF82xrMr2A0G.jpg,97,20000000,4.827771,13801755,6.5,126
8078,/ve2P64a9kzd7M78kfeaEzBEIEOR.jpg,109,70000000,15.57784,162000000,5.9,1388
29938,/4Abbxth4pOwiM2DEICT3lJsoC1X.jpg,85,1000000,0.106499,0,4.5,2
11831,/lgoCht4up4SBgK9Clz7GDBBYDx2.jpg,155,36000000,2.263584,74000000,6.8,324
2895,/9TENkQeln0bdLnlO1VdoCd5HCSi.jpg,134,5000000,9.21174,0,6.1,39
39177,/7CKPrOnQh7lnRX5oi7WOdYpbUEF.jpg,98,0,0.989115,0,6.2,10
19601,/a0LP0FS9qDW3RJN8GwYA2G8rBGx.jpg,105,0,3.546605,0,6.3,34
124606,/vjhY37XLUKdPKhBnJzzmbZhxlMV.jpg,98,0,0.679528,0,6,1
42832,/3c1NcsbMijuoAMYR2FTkmSHmOZF.jpg,107,0,0.530702,0,5.4,7
22797,/5Ch9jHcwxL9VKC1AuRxU54PcRtK.jpg,110,0,7.801199,0,6.7,36
2639,/krKRthefSZlUjnzDvN4isqty0R7.jpg,96,20000000,6.280515,10686841,7.3,188
9574,/xrbkE6g2myJPLWxNy52yL2MJJHX.jpg,93,80000000,7.016942,177977226,5.3,707
10371,/gVjGXWTSYhc1MQUJxHxYQfaBzBi.jpg,115,35000000,8.412203,31611225,5.6,43
489,/jq8LjngZ7XZEQge5JFTdOGMrHyZ.jpg,126,10000000,15.064833,225933435,7.9,2880
167738,/oRoFdCiztO09Af9f9ouke8tUVTi.jpg,91,0,0.60839,0,6,1
293820,,0,0,0.001177,0,0,0
9714,/z6ugEdjGuY4qcX1ymdV2CTVSvKN.jpg,102,32000000,8.04209,79082515,5.1,632
102406,/lAM25aWKKuPJMcEGdr3lR230iyM.jpg,101,0,0.001178,0,0,0
170430,/e5KlWRMDbf7Oy8WlIVZItEp4vWA.jpg,94,0,0.79822,0,0,0
8197,/aBnUxDAqULcUasM5cZiMy0970ZU.jpg,155,35000000,5.145907,25105255,6.3,161
6283,/6GnKDTplmmHaqRWLv7LHpLSDOBC.jpg,98,38000000,6.456233,122417389,6.2,297
279698,,0,0,0.001746,0,0,0
49728,/8sMISf1fOHTe1WOrXgbLmUAnfJX.jpg,82,0,0.582559,0,5,14
64562,/AoJSXmiC0oQOmP1F7iKFuCEIKkP.jpg,0,0,0.03668,0,10,1
4233,/c5AyWNWooMGkJXlqLwmPQCjUwHt.jpg,120,24000000,11.264845,172363301,6.1,856
191874,/5XVSHsnvQX0T1lTmX7FlQCVjz4m.jpg,94,0,0.127077,0,0,0
10217,/bMmbAvCJ9ZLgCQq0YxygOMQxzEZ.jpg,112,5000000,6.002992,3263585,6.8,108
438108,/tU52aw3QwOV2a7zD4T659iAKGwr.jpg,101,0,0.001247,0,0,0
597,/kHXEpyfl6zqn8a6YuozZUujufXf.jpg,194,200000000,26.88907,1845034188,7.5,7770
714,/k3eI9q7ISgpDEu2CMwR2s6inJVp.jpg,119,110000000,17.159576,333011068,6,941
52537,/stkOEI512GDt9TAkWsLqjX3cPVx.jpg,100,0,0.516097,0,4.5,1
12799,/pVmbZ54aZd4BcRfwNe4WtsOZuFS.jpg,85,0,0.384033,0,6.6,4
62394,/ua5FkLbGQqmnXCe4cbTHVqIPiv7.jpg,115,0,0.007123,0,0,0
9922,/1JgpWKasHpkVwtzOLVHkjoR6xt0.jpg,177,80000000,6.537407,17626234,6.1,306
547,/nT4p5iDOxcnEa2QD0Kp3907WeuA.jpg,170,60000000,7.685548,186883563,6.7,296
25994,/9t0hyTI7HTB6JSIecUNODrtBvwa.jpg,108,0,0.923637,0,6.9,10
184,/4XVPYOdMAizdNMSwS0SK3fPJcvR.jpg,154,12000000,16.415498,39673162,7.3,1580
9746,/tQOMq9k0jEm4bUXR5CPJSju7Vky.jpg,134,28000000,5.01752,5684789,6.8,92
9438,/jo09vzA3Pid3ghO3biNs2h5pQcq.jpg,84,30000000,9.474269,0,3.9,75
115,/qiE3ovg9TPylHReZjizQ40LsKZV.jpg,117,15000000,15.952524,46189568,7.8,3001
26941,/XQ4raXxTzGDXcdYqYOl4e5b2Dn.jpg,119,0,1.426289,2465960,7.2,5
27103,/f5bySDXIX09A3tbtTYHbXK1V0Nf.jpg,88,0,3.237812,0,7.2,28
9410,/9T1YxwFZcUjy60xWiZFsb0z0z1H.jpg,111,25000000,9.941228,55494066,6.4,131
32302,/qTavfpV1XWblnrfkASOxBnrdO0M.jpg,93,0,3.014082,0,3.9,38
216794,/c78yM65QpGBONxVEMBsTSuz098G.jpg,80,0,0.022078,0,0,0
88863,/vZFQfuFDIOz3pKxdnrUT26CQyGj.jpg,97,0,5.824019,0,4.3,4
154821,,0,0,0.001188,0,0,0
41417,/fsg6QIautcimqlto5ZxbHcXX3At.jpg,89,19000000,1.537212,0,4.7,17
12538,/s67GRHAFIHcQRhQf3BpSVfpbMzg.jpg,93,0,6.253164,13035599,5.8,76
586,/sTsMrXrTya8KpFm8lgtlQR12X7Z.jpg,97,15000000,7.603652,64256513,6.7,273
2666,/yR7rapBFxBoBT0vkZQIXhLBr726.jpg,100,27000000,12.851984,27200316,7.2,838
